Phrase,Match,Similiarity
company general information ?,much premiums grown compared claims India ?,0.07051204
company general information ?,biggest acquisitions 2020 ?,0.08870337
company general information ?,share price Qantas ?,0.23245364
company general information ?,main distribution channels India ?,0.032306015
company general information ?,economic profit country compare others ?,0.18773618
company general information ?,top airports ?,0.03754946
company general information ?,many fatal air accidents till date ?,0.07227918
company general information ?,fleet Airbus ?,0.23352787
company general information ?,List key performance indicators AXA ?,-0.000687547
company general information ?,company general information ?,1.0
company general information ?,best performing insurance firms India ?,0.027608205
company general information ?,premiums earned Indian insurance industry 2020 ?,0.15058891
company general information ?,premiums break lines business India ?,0.15058891
company general information ?,aircrafts manufactured Boeing ?,0.050132483
company general information ?,Insurance premiums market Country,0.07579245
company general information ?,Mergers among airline companies ?,0.11175139
company general information ?,demand potential India insurance ?,0.23274347
company general information ?,Airlines profitability Brazil ?,0.16403332
company general information ?,Details Aban Abraham oil rig ?,0.08054932
company general information ?,world premium penetration 2020,0.15721494
company general information ?,flow air traffic North America ?,0.055567384
company general information ?,Brazilian insurance market perform case sluggish economic scenario ?,0.07368322
company general information ?,capacity movement airline companies years ?,0.1678654
company general information ?,big airlines industry China ?,0.0015201904
company general information ?,main driver growth automobile industry Europe ?,0.032306015
company general information ?,ROE Indian market ?,0.12383269
company general information ?,Kdo je nejv ? tí konkurent ? eské Poji ? ovny ?,-0.0050473306
company general information ?,profitable airports ?,0.43388736
company general information ?,Give detailed breakup income expenses South-East Asia,-0.07463371
company general information ?,detailed income statement breakdown Axa ?,0.1403152
company general information ?,country Europe going grow 2020 ?,0.16602987
company general information ?,airline industry performing globally ?,0.3277406
company general information ?,prominent legal cases ?,0.03130354
company general information ?,Show oil rigs world,0.037828214
company general information ?,profits clocked Cholamandalam 2020 ?,0.37671036
company general information ?,prominent bankruptcies 2020 ?,0.03130354
company general information ?,Lloyd 's syndicates owns maximum number assets ?,0.04608304
company general information ?,company compares peers ?,1.0
company general information ?,many passengers carried ?,0.07227918
company general information ?,total losses companies country non life market ?,0.106280476
company general information ?,much money Lloyd 's London make last year ?,0.07051204
company general information ?,Calendar year COR versus Accident year COR Lloyd 's ?,-0.009722818
company general information ?,profitable insurance company India,0.43388736
company general information ?,complete profile top oil rigs ?,0.09027286
company general information ?,premiums market share top 5 companies India ?,0.15058891
company general information ?,risks motor insurance segment India ?,0.12917526
company general information ?,impacted airline industry 2020 ?,0.09366903
company general information ?,forecasted insurance premium penetration country trend compare peers ?,0.06866444
company general information ?,"profit margins airlines industry years , regions ?",0.34775913
company general information ?,oil industry perform Brazil ?,0.13572372
best performing insurance firms India ?,much premiums grown compared claims India ?,0.15385185
best performing insurance firms India ?,biggest acquisitions 2020 ?,0.45546368
best performing insurance firms India ?,share price Qantas ?,0.12956825
best performing insurance firms India ?,main distribution channels India ?,0.26869762
best performing insurance firms India ?,economic profit country compare others ?,0.03423939
best performing insurance firms India ?,top airports ?,0.4541376
best performing insurance firms India ?,many fatal air accidents till date ?,0.17464219
best performing insurance firms India ?,fleet Airbus ?,0.07243809
best performing insurance firms India ?,List key performance indicators AXA ?,0.09858759
best performing insurance firms India ?,company general information ?,0.027608205
best performing insurance firms India ?,best performing insurance firms India ?,1.0000001
best performing insurance firms India ?,premiums earned Indian insurance industry 2020 ?,0.046920825
best performing insurance firms India ?,premiums break lines business India ?,0.046920825
best performing insurance firms India ?,aircrafts manufactured Boeing ?,-0.01082769
best performing insurance firms India ?,Insurance premiums market Country,0.044650283
best performing insurance firms India ?,Mergers among airline companies ?,0.015945062
best performing insurance firms India ?,demand potential India insurance ?,0.010775721
best performing insurance firms India ?,Airlines profitability Brazil ?,-0.013631828
best performing insurance firms India ?,Details Aban Abraham oil rig ?,-0.001596991
best performing insurance firms India ?,world premium penetration 2020,0.25472894
best performing insurance firms India ?,flow air traffic North America ?,0.018214747
best performing insurance firms India ?,Brazilian insurance market perform case sluggish economic scenario ?,0.08878617
best performing insurance firms India ?,capacity movement airline companies years ?,0.057691537
best performing insurance firms India ?,big airlines industry China ?,0.3017666
best performing insurance firms India ?,main driver growth automobile industry Europe ?,0.26869762
best performing insurance firms India ?,ROE Indian market ?,0.090258256
best performing insurance firms India ?,Kdo je nejv ? tí konkurent ? eské Poji ? ovny ?,0.0480143
best performing insurance firms India ?,profitable airports ?,0.19491908
best performing insurance firms India ?,Give detailed breakup income expenses South-East Asia,0.13080019
best performing insurance firms India ?,detailed income statement breakdown Axa ?,0.076464266
best performing insurance firms India ?,country Europe going grow 2020 ?,0.17469862
best performing insurance firms India ?,airline industry performing globally ?,0.043225683
best performing insurance firms India ?,prominent legal cases ?,0.17629024
best performing insurance firms India ?,Show oil rigs world,0.082613856
best performing insurance firms India ?,profits clocked Cholamandalam 2020 ?,0.00109526
best performing insurance firms India ?,prominent bankruptcies 2020 ?,0.17629024
best performing insurance firms India ?,Lloyd 's syndicates owns maximum number assets ?,0.07537939
best performing insurance firms India ?,company compares peers ?,0.027608205
best performing insurance firms India ?,many passengers carried ?,0.17464219
best performing insurance firms India ?,total losses companies country non life market ?,0.18132636
best performing insurance firms India ?,much money Lloyd 's London make last year ?,0.15385185
best performing insurance firms India ?,Calendar year COR versus Accident year COR Lloyd 's ?,0.042925484
best performing insurance firms India ?,profitable insurance company India,0.19491908
best performing insurance firms India ?,complete profile top oil rigs ?,0.15416873
best performing insurance firms India ?,premiums market share top 5 companies India ?,0.046920825
best performing insurance firms India ?,risks motor insurance segment India ?,0.03237232
best performing insurance firms India ?,impacted airline industry 2020 ?,0.026002675
best performing insurance firms India ?,forecasted insurance premium penetration country trend compare peers ?,-0.0034364723
best performing insurance firms India ?,"profit margins airlines industry years , regions ?",0.0021226592
best performing insurance firms India ?,oil industry perform Brazil ?,-0.0012451801
premiums earned Indian insurance industry 2020 ?,much premiums grown compared claims India ?,0.073746465
premiums earned Indian insurance industry 2020 ?,biggest acquisitions 2020 ?,0.028880503
premiums earned Indian insurance industry 2020 ?,share price Qantas ?,0.18151282
premiums earned Indian insurance industry 2020 ?,main distribution channels India ?,-0.018611468
premiums earned Indian insurance industry 2020 ?,economic profit country compare others ?,0.15071331
premiums earned Indian insurance industry 2020 ?,top airports ?,0.033171926
premiums earned Indian insurance industry 2020 ?,many fatal air accidents till date ?,0.038402103
premiums earned Indian insurance industry 2020 ?,fleet Airbus ?,0.14082293
premiums earned Indian insurance industry 2020 ?,List key performance indicators AXA ?,0.03222487
premiums earned Indian insurance industry 2020 ?,company general information ?,0.15058891
premiums earned Indian insurance industry 2020 ?,best performing insurance firms India ?,0.046920825
premiums earned Indian insurance industry 2020 ?,premiums earned Indian insurance industry 2020 ?,1.0000001
premiums earned Indian insurance industry 2020 ?,premiums break lines business India ?,1.0000001
premiums earned Indian insurance industry 2020 ?,aircrafts manufactured Boeing ?,0.017954923
